Date,Store,Dept,Size,Week,Month,Quarter,SuperBowl,LaborDay,Thanksgiving,Christmas,Type_A,Type_B,Type_C
2013-02-17,6,12,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,12,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,13,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,13,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,13,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,13,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,13,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,13,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,13,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,13,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,13,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,13,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,13,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,13,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,13,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,13,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,13,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,13,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,13,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,14,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,14,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,14,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,14,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,14,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,14,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,14,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,14,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,14,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,14,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,14,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,14,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,14,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,14,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,14,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,14,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,14,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,15,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,15,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,15,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,15,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,15,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,15,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,15,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,15,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,15,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,15,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,15,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,15,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,15,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,15,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,15,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,15,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,15,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,16,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,16,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,16,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,16,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,16,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,16,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,16,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,16,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,16,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,16,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,16,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,16,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,16,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,16,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,16,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,16,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,16,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,17,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,17,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,17,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,17,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,17,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,17,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,17,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,17,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,17,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,17,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,17,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,17,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,17,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,17,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,17,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,17,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,17,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,18,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,18,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,18,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,18,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,18,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,18,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,18,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,18,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,18,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,18,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,18,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,18,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,18,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,18,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,18,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,18,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,18,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,19,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,19,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,19,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,19,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,19,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,19,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,19,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,19,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,19,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,19,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,19,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,19,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,19,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,19,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,19,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,19,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,19,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,20,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,20,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,20,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,20,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,20,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,20,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,20,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,20,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,20,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,20,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,20,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,20,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,20,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,20,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,20,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,20,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,20,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,21,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,21,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,21,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,21,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,21,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,21,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,21,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,21,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,21,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,21,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,21,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,21,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,21,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,21,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,21,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,21,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,21,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,22,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,22,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,22,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,22,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,22,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,22,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,22,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,22,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,22,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,22,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,22,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,22,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,22,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,22,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,22,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,22,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,22,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,23,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,23,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,23,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,23,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,23,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,23,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,23,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,23,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,23,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,23,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,23,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,23,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,23,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,23,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,23,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,23,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,23,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,24,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,24,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,24,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,24,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,24,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,24,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,24,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,24,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,24,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,24,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,24,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,24,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,24,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,24,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,24,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,24,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,24,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,25,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,25,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,25,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,25,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,25,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,25,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,25,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,25,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,25,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,25,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,25,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,25,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,25,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,25,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,25,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,25,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,25,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,26,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,26,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,26,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,26,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,26,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,26,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,26,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,26,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,26,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,26,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,26,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,26,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,26,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,26,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,26,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,26,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,26,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,27,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,27,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,27,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,27,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,27,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,27,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,27,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,27,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,27,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,27,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,27,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,27,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,27,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,27,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,27,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,27,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,27,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,28,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,28,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,28,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,28,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,28,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,28,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,28,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,28,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,28,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,28,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,28,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,28,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,28,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,28,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,28,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,28,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,28,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,29,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,29,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,29,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,29,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,29,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,29,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,29,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,29,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,29,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,29,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,29,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,29,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,29,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,29,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,29,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,29,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,29,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,30,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,30,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,30,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,30,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,30,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,30,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,30,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,30,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,30,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,30,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,30,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,30,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,30,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,30,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,30,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,30,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,30,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,31,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,31,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,31,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,31,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,31,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,31,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,31,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,31,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,31,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,31,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,31,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,31,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,31,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,31,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,31,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,31,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,31,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,32,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,32,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,32,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,32,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,32,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,32,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,32,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,32,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,32,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,32,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,32,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,32,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,32,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,32,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,32,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,32,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,32,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,33,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,33,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,33,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,33,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,33,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,33,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,33,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,33,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,33,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,33,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,33,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,33,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,33,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,33,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,33,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,33,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,33,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,34,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,34,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,34,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,34,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,34,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,34,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,34,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,34,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,34,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,34,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,34,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,34,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,34,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,34,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,34,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,34,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,34,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,35,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,35,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,35,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,35,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,35,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,35,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,35,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,35,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,35,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,35,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,35,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,35,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,35,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,35,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,35,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,35,202505,7,2,1,0,0,0,0,1,0,0
2013-02-24,6,35,202505,8,2,1,0,0,0,0,1,0,0
2012-11-04,6,36,202505,44,11,4,0,0,0,0,1,0,0
2012-11-11,6,36,202505,45,11,4,0,0,0,0,1,0,0
2012-11-18,6,36,202505,46,11,4,0,0,0,0,1,0,0
2012-11-25,6,36,202505,47,11,4,0,0,1,0,1,0,0
2012-12-02,6,36,202505,48,12,4,0,0,0,0,1,0,0
2012-12-09,6,36,202505,49,12,4,0,0,0,0,1,0,0
2012-12-16,6,36,202505,50,12,4,0,0,0,0,1,0,0
2012-12-23,6,36,202505,51,12,4,0,0,0,0,1,0,0
2012-12-30,6,36,202505,52,12,4,0,0,0,1,1,0,0
2013-01-06,6,36,202505,1,1,1,0,0,0,0,1,0,0
2013-01-13,6,36,202505,2,1,1,0,0,0,0,1,0,0
2013-01-20,6,36,202505,3,1,1,0,0,0,0,1,0,0
2013-01-27,6,36,202505,4,1,1,0,0,0,0,1,0,0
2013-02-03,6,36,202505,5,2,1,0,0,0,0,1,0,0
2013-02-10,6,36,202505,6,2,1,1,0,0,0,1,0,0
2013-02-17,6,36,202505,7,2,1,0,0,0,0,1,0,0
